fault_id,affect_business,affect_info,business_break_time,create_time,is_delete,other_info,pop_fault_reason,pop_fault_reason_name,pop_fault_seg,pop_fault_seg_detail,pop_fault_time,pop_repair_charge_man,pop_repair_plane,pop_sys,pop_type,repair_status,repair_status_name,repair_type,reserved_field,seg_data,send_email_type,update_time,estimated_repair_completion_time,estimated_ship_departure_time,repair_progress,actual_ship_departure_time,affect_direction,arrival_service_area_time,business_recovery_reason,business_recovery_time,confirm_repair_plan_time,confirm_repair_ship_time,estimated_confirm_plan_time,estimated_maintenance_permit_time,latitude,longitude,obtain_repair_permit_time,pop_repair_boat,pop_repair_dyn_info,pop_repair_remark,repair_boat,repair_done_time,request_maintenance_permit_time,start_maintenance_operations_time,timestamp,exist_flag
305,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",2022-11-02 20:40:00,2022-11-03 10:15:21,0,"{""faultDuration"":""0天-19小时-42分钟"",""sectionDir"":""埃及Zafrana -Abu-Talat ;"",""opretionProcess"":""暂无""}",0,未知,X1,X1,2022-11-02 20:40:00,苏小波,,AAE-1,参建海缆,4,已结束,故障,2022-11-03,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-06-09 04:14:45,,,,,"中欧,新欧",,,2022-11-02 23:58,,,,,,,,,,,,2022-11-02 00:58,,,,1
324,是,"{""relayNum"":14,""affectNum"":20,""rate"":""370.05G""}",2022-11-11 07:03:00,2022-12-08 09:55:39,0,"{""faultDuration"":""28天9小时12分钟"",""sectionDir"":""Nedonna-Qingdao ;Chongming-Qingdao ;Qingdao-Shinmaruyama  ;"",""opretionProcess"":""暂无""}",0,未知,S1N,S1N,2022-11-11 07:03:00,王冲,,TPE,参建海缆,4,已结束,故障,2022-12-08,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-12-13 15:28:06,,,,,"中日,中美",,,,,,,,,,,CU,,TB-008467,SEGERO,2022-12-09 16:15,,,,1
332,是,"{""relayNum"":8,""affectNum"":89,""rate"":""529.684G""}",2023-01-20 14:51,2023-01-20 15:25:27,0,"{""faultDuration"":""42天9小时51分钟"",""sectionDir"":""East Coast-Chongming ;Chongming-Busan ;Kuantan-Chongming ;Chongming-Shinmaruyama ;"",""opretionProcess"":""暂无""}",0,未知,S3,S3 (CHM-BU2),2023-01-20 14:51:00,王沖,3月1日-3月5日,APG,参建海缆,4,已结束,故障,2023-01-20,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-03-08 09:41:05,,,,,"中韩,中马,中新,中日",,,2023-03-04 12:42,,,,,,,,CT,发现新断点，3月1日继续维修,TT-001392,CS Fu Tai,2023-03-04 12:42,,,,1
333,是,"{""relayNum"":5,""affectNum"":10,""rate"":""234.007984G""}",2023-01-24 08:20:00,2023-01-24 10:30:31,0,"{""faultDuration"":""94天2小时39分钟"",""sectionDir"":""Chongming-Tanshui ;"",""opretionProcess"":""暂无""}",0,未知,S4,S4,2023-01-24 08:20:00,王沖,4月9日-4月23日,TPE,参建海缆,4,已结束,故障,2023-01-24,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-05-04 10:12:43,,,,,,,,,,,,,,,,CT,,TB-008544,,2023-04-28 10:59,,,,1
334,是,"{""relayNum"":6,""affectNum"":46,""rate"":""765.41G""}",2023-01-21 09:40,2023-01-24 20:20:06,0,"{""faultDuration"":""69天14小时50分钟"",""sectionDir"":""East Coast-Shima ;East Coast-Kuantan ;East Coast-Busan ;East Coast-Busan ;East Coast-NanHui ;East Coast-Chongming ;East Coast-Tseung Kwan ;East Coast-Danang ;East Coast-Shinmaruyama ;East Coast-Songkhla ;East Coast-Toucheng ;"",""opretionProcess"":""暂无""}",0,未知,S9,S9 (SEA-BU8),2023-01-21 09:40:00,王沖,3月25日-3月31日,APG,参建海缆,4,已结束,故障,2023-01-24,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-04-04 15:29:43,,,,,中新,,,,,,,,,,,Starhub,,,C.S.ASEAN Explorer,2023-04-01 00:30,,,,1
335,是,"{""relayNum"":3,""affectNum"":8,""rate"":""440.0G""}",2023-01-28 12:34,2023-01-29 07:22:29,0,"{""faultDuration"":""87天9小时38分钟"",""sectionDir"":"""",""opretionProcess"":""暂无""}",0,未知,S1,S1,2023-01-28 12:34:00,Terrence,4月20日-4月27日,TGN-IA,外租海缆,4,已结束,故障,2023-01-29,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-04-26 15:38:22,,,,,,,,2023-04-25 10:12,,,,,,,,,已到達故障点並维修中,CSP02280123165415,,2023-04-25 10:12,,,,1
336,是,"{""relayNum"":4,""affectNum"":8,""rate"":""131.71G""}",2023-01-29 04:04,2023-01-29 07:25:23,0,"{""faultDuration"":""54天18小时44分钟"",""sectionDir"":""汕头-加东 ;汕头-八打雁 ;"",""opretionProcess"":""暂无""}",0,未知,S8C,S8C (KATONG-BU4),2023-01-29 04:04:00,王沖,3月18日-3月22日,APCN2,参建海缆,4,已结束,故障,2023-01-29,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-03-30 09:19:49,,,,,中新,,,2023-03-24 22:48,,,,,,,,Singtel,,20230129007,C.S.ASEAN Explorer,2023-03-24 22:48,,,,1
337,是,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",2023-01-14 17:22,2023-01-31 14:26:23,0,"{""faultDuration"":""62天23小时39分钟"",""sectionDir"":""Lingang-Viawest, Hillsboro ;Nanhui-Viawest, Hillsboro ;Nanhui-Maruyama ;Nanhui-Toucheng ;Nanhui-Busan ;"",""opretionProcess"":""暂无""}",0,未知,S3,NHI-BU1,2023-01-14 17:22:00,王冲,3月11日-3月19日,NCP,参建海缆,4,已结束,故障,2023-01-31,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-03-21 17:29:50,,,,,"中日,中美",,,,,,,,,,,CU,,S3-13 25831855,CS Fu Tai,2023-03-18 17:01,,,,1
338,是,"{""relayNum"":2,""affectNum"":20,""rate"":""0.3350000000000001G""}",2023-02-01 00:19:00,2023-02-01 11:47:53,0,"{""faultDuration"":""100天13小时42分钟"",""sectionDir"":""暂无"",""opretionProcess"":""暂无""}",0,未知,2A1,2A1 (TKO-Changi),2023-02-01 00:19:00,Terrence,4月27日-5月14日,EAC,外租海缆,4,已结束,故障,2023-02-01,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-05-16 16:53:27,,,,,,,,2023-05-12 14:01,,,,,,,,Telstra,,SNI2714028,,2023-05-12 14:01,,,,1
339,是,"{""relayNum"":18,""affectNum"":31,""rate"":""367.507G""}",2022-11-24 05:38:00,2023-02-11 10:33:19,0,"{""faultDuration"":""174天11小时34分钟"",""sectionDir"":""香港-泰国 ;香港-柬埔寨 ;香港-越南 ;香港-泰国 ;香港-柬埔寨 ;香港-泰国 ; 香港-越南 ;香港-泰国 ;香港-越南 ;"",""opretionProcess"":""暂无""}",0,未知,S1H.1,S1H.1 (HKG-Songkhla),2022-11-24 05:38:00,苏小波,5月2日-5月17日,AAE-1,参建海缆,4,已结束,故障,2023-02-11,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-05-18 09:14:11,,,,,"中越,中泰",,,2023-05-17 17:12,,,,,,,,PCCW,船只正在香港海域进行最终熔纤,NW6764,Asean Protector,2023-05-17 17:12,,,,1
340,是,"{""relayNum"":7,""affectNum"":9,""rate"":""90.0G""}",2022-12-11 16:16:00,2023-02-11 10:33:19,0,"{""faultDuration"":""145天0小时44分钟"",""sectionDir"":"""",""opretionProcess"":""暂无""}",0,未知,S1i,S1i (Lantau-BU4),2022-12-11 16:16:00,Terrence,第一个故障点: 3月13日-3月18日 第二个故障点: 3月18日-3月21日 第三个故障点: 4月23日-4月28日 第四个故障点: 4月28日-5月1日 第五个故障点: 5月1日-5月5日,AAG,外租海缆,4,已结束,故障,2023-02-11,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-05-08 15:57:07,,,,,,,,2023-05-05 17:00,,,,,,,,,完成维修第四个故障点，发现第五个故障点，正进行维修,SNI2661984,,2023-05-05 17:00,,,,1
341,是,"{""relayNum"":5,""affectNum"":8,""rate"":""240.7G""}",2022-12-26 05:13:00,2023-02-11 10:33:19,0,"{""faultDuration"":""111天18小时47分钟"",""sectionDir"":""Kuantan-Tseung Kwan ;Songkhla-Tseung Kwan ;Tseung Kwan-Busan ;East Coast-Tseung Kwan ;Danang-Tseung Kwan ;Tseung Kwan-Shima ;Tseung Kwan-Toucheng ;Tseung Kwan-Nanhui ;"",""opretionProcess"":""暂无""}",0,未知,S6,S6 (TKO-BU5),2022-12-26 05:13:00,王沖,4月16日-4月20日,APG,参建海缆,4,已结束,故障,2023-02-11,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-04-18 11:20:50,,,,,"中泰,中韩,中马,中日,中越,中新",,,2023-04-17 12:00,,,,,,,,CM,,SD3061912,ASEAN Restorer,2023-04-17 12:00,,,,1
342,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",2023-02-06 10:05:00,2023-02-11 10:33:19,0,"{""faultDuration"":""26天8小时23分钟"",""sectionDir"":""暂无"",""opretionProcess"":""暂无""}",0,未知,S13,S13 (Chikura-BU6),2023-01-29 19:37:00,Terrence,2月6日-2月25日,SJC,外租海缆,4,已结束,故障,2023-02-11,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-02-27 11:02:29,,,,,,,,,,,,,,,,,暂无,RT-SJC-2211-040,,2023-02-25 04:00,,,,1
343,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",,2023-02-11 10:35:58,0,"{""faultDuration"":""101天12小时5分钟"",""sectionDir"":"""",""opretionProcess"":""暂无""}",0,未知,-,Changi-Mersing,2022-11-15 17:55:00,Terrence,待定,SEAX-1,外租海缆,4,已结束,故障,2023-02-11,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-05-08 11:07:29,,,,,,,,,,,,,,,,,,1-59368672178,,2023-02-25 06:00,,,,1
344,是,"{""relayNum"":3,""affectNum"":4,""rate"":""0.038G""}",2022-11-07 05:39:00,2023-02-11 11:23:23,0,"{""faultDuration"":""84天17小时19分钟"",""sectionDir"":""暂无"",""opretionProcess"":""暂无""}",0,未知,Seg.AC,HKG-Japan,2022-11-07 05:39:00,Terrence,12月14日-1月31日,EAC,外租海缆,4,已结束,故障,2023-02-11,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",2,2023-02-11 11:23:23,,,,,,,,2023-01-30 22:58:00,,,,,,,,Telstra,,SNI2617240,,2023-01-30 22:58:00,,,,1
345,是,"{""relayNum"":10,""affectNum"":15,""rate"":""222.0G""}",,2023-02-15 09:03:01,0,"{""faultDuration"":""13天10小时16分钟"",""sectionDir"":""Qingdao-Keoje  ;"",""opretionProcess"":""暂无""}",0,未知,S2,QDA-KEO （中国山东青岛-韩国巨济）,2023-02-15 06:52:00,王沖,2月23日-2月28日,TPE,参建海缆,4,已结束,故障,2023-02-15,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-03-01 09:22:34,,,,,中韩,,,2023-02-28 15:12,,,,,,,,KT,,TB-008577,SEGERO,2023-02-28 17:08,,,,1
350,是,"{""relayNum"":14,""affectNum"":35,""rate"":""370.178G""}",2023-02-20 02:56,2023-02-21 09:52:19,0,"{""faultDuration"":""15天15小时34分钟"",""sectionDir"":""Nedonna-Qingdao ;Chongming-Qingdao ;Qingdao-Shinmaruyama  ;"",""opretionProcess"":""暂无""}",0,未知,S1N,QDA-BU1,2023-02-20 02:56:00,王沖,3月2日-3月7日,TPE,参建海缆,4,已结束,故障,2023-02-21,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-03-08 09:43:38,,,,,"中日,中美",,,2023-03-07 18:30,,,,,,,,CU,,TB-008583,SEGERO,2023-03-07 18:30,,,,1
351,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",,2023-02-21 09:53:18,0,"{""faultDuration"":""208天21小时19分钟"",""sectionDir"":""香港-崇明 ;"",""opretionProcess"":""暂无""}",0,未知,S3,CHM-LNT （中国上海崇明-中国香港大屿山）,2023-02-20 13:41:00,王沖,9月13日-9月18日,APCN2,参建海缆,4,已结束,故障,2023-02-21,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-09-18 09:54:53,,,,,,,,,,,,,,,,CT,8月29日维修船已出发，先维修其他海缆再修此故障,旁路故障，绝缘保护层破损导致铜导体接触到海水，包裹的光纤正常，当前业务不受影响，维修时业务会中断,C.S.KOL,2023-09-17 11:00,,,,1
352,是,"{""relayNum"":4,""affectNum"":8,""rate"":""150.7G""}",2023-02-21 03:10:00,2023-02-21 09:55:08,0,"{""faultDuration"":""17天20小时49分钟"",""sectionDir"":""汕头-加东 ;加东-八打雁 ;"",""opretionProcess"":""暂无""}",0,未知,S8A,SHT-BU3,2023-02-21 03:10:00,王沖,3月8日-3月13日,APCN2,参建海缆,4,已结束,故障,2023-02-21,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-03-21 17:27:40,,,,,中新,,,,,,,,,,,CT,,20230221002,FYHG,2023-03-10 23:59,,,,1
353,是,"{""relayNum"":21,""affectNum"":21,""rate"":""300.0180000000001G""}",2023-02-21 03:28:00,2023-02-21 09:56:38,0,"{""faultDuration"":""14天19小时2分钟"",""sectionDir"":""淡水-汕头 ;"",""opretionProcess"":""暂无""}",0,未知,S7,TNS-SHT （中国台湾淡水-中国广东汕头）,2023-02-21 03:28:00,王沖,3月1日-3月8日,APCN2,参建海缆,4,已结束,故障,2023-02-21,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-03-08 09:36:47,,,,,,,,2023-03-07 22:30,,,,,,,,CT,,20221028001,FYHG,2023-03-07 22:30,,,,1
354,是,"{""relayNum"":2,""affectNum"":7,""rate"":""0.04G""}",2023-02-21 03:27:00,2023-02-21 09:58:18,0,"{""faultDuration"":""28天8小时27分钟"",""sectionDir"":"""",""opretionProcess"":""暂无""}",0,未知,S1.11,SHT-BU5,2023-02-21 03:27:00,王沖,3月17日-3月21日,SMW3,参建海缆,4,已结束,故障,2023-02-21,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-03-21 17:25:58,,,,,中日,,,,,,,,,,,,,GBNOC-2023-2-0008,,2023-03-21 11:54,,,,1
355,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",,2023-02-21 09:59:39,0,"{""faultDuration"":""202天11小时45分钟"",""sectionDir"":""崇明-北茨城 ;崇明-釜山 ;"",""opretionProcess"":""暂无""}",0,未知,S4A,CHM-BU1 （中国上海崇明-BU1）,2023-02-21 08:30:00,王沖,9月7日-9月11日,APCN2,参建海缆,4,已结束,故障,2023-02-21,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-09-12 17:14:50,,,,,中日,,,,,,,,,,,CT,8月29日维修船已出发，先维修其他海缆再修此故障,旁路故障，绝缘保护层破损导致铜导体接触到海水，包裹的光纤正常，当前业务不受影响，维修时业务会中断,C.S.KOL,2023-09-11 20:15,,,,1
356,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",,2023-02-22 14:02:05,0,"{""faultDuration"":""23天7小时0分钟"",""sectionDir"":"""",""opretionProcess"":""暂无""}",0,未知,S2.1,BU5-HKTI,2023-02-21 03:58:00,王沖,待定,SMW3,参建海缆,4,已结束,故障,2023-02-22,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-03-21 17:22:35,,,,,,,,,,,,,,,,,,GBNOC-2023-2-0007,,2023-03-16 10:58,,,,1
357,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",,2023-02-22 14:04:20,0,"{""faultDuration"":""42天2小时45分钟"",""sectionDir"":"""",""opretionProcess"":""暂无""}",0,未知,S2.7,Tuas-BU12,2023-02-21 04:10:00,王沖,,SMW3,参建海缆,4,已结束,故障,2023-02-22,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-06-09 04:03:09,,,,,,,,,,,,,,,,,,GBNOC-2023-2-0007,,2023-04-04 06:55,,,,1
358,是,"{""relayNum"":0,""affectNum"":1,""rate"":""2.0G""}",2023-02-21 23:15,2023-02-22 14:17:12,0,"{""faultDuration"":""36天1小时17分钟"",""sectionDir"":"""",""opretionProcess"":""暂无""}",0,未知,Seg DC,Tong Fuk-Toucheng,2023-02-21 23:15:00,Terrence,3月19日-3月30日,FNAL/RNAL,外租海缆,4,已结束,故障,2023-02-22,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-03-30 14:44:55,,,,,,,,2023-03-30 00:32,,,,,,,,,,INC000000087925,,2023-03-30 00:32,,,,1
359,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",2023-11-14 00:38,2023-02-22 14:22:49,0,"{""faultDuration"":""308天16小时34分钟"",""sectionDir"":"""",""opretionProcess"":""暂无""}",0,未知,S7,SNG-HKG （新加坡-中国香港）,2023-02-22 08:04:00,Terrence,12月20日-12月28日,C2C,外租海缆,4,已结束,故障,2023-02-22,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2024-01-02 17:23:27,,,,,,,经重新配电后，业务已恢复,2023-12-28 12:38,,,,,,,,Telstra,,旁路故障，绝缘保护层破损导致铜导体接触到海水，包裹的光纤正常，当前业务不受影响，维修时业务会中断,,2023-12-28 12:38,,,,1
360,是,"{""relayNum"":1,""affectNum"":2,""rate"":""3.0G""}",2023-02-21 22:49:00,2023-02-23 19:29:19,0,"{""faultDuration"":""41天0小时29分钟"",""sectionDir"":"""",""opretionProcess"":""暂无""}",0,未知,Seg.E,Tong Fuk-Pusan,2023-02-21 22:49:00,Terrence,3月31日-4月5日,FNAL/RNAL,外租海缆,4,已结束,故障,2023-02-23,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",4,2023-04-04 15:42:03,,,,,,,,2023-04-03 23:18,,,,,,,,,,INC000000087911,,2023-04-03 23:18,,,,1
